TransactionNo,TotalQuantity,TotalMoney
552253,74,75.03
552254,76,70.42999999999999
552255,240,166.84
552257,204,314.7200000000001
552260,156,176.73999999999998
552261,168,147.30999999999997
552262,446,643.49
552264,204,264.03
552265,187,738.91
552266,117,138.0
552267,21,324.38999999999993
552268,290,182.89
552269,142,891.27
552270,49,184.23
552271,58,219.7
552272,746,84.34000000000002
552273,198,198.99
552274,100,98.94
552276,292,109.72000000000001
552278,98,522.87
552279,670,58.18
552280,83,182.23000000000002
552281,407,657.5400000000002
552282,151,541.54
552284,178,61.67999999999999
552285,225,1720.92
552286,105,244.44
552287,65,75.73
552288,160,146.44
552289,5,22.34
552290,420,874.2000000000004
552291,183,283.84999999999997
552292,22,17.93
552293,110,133.20999999999998
552294,121,104.22
552296,283,488.1600000000001
552297,19,124.28
552302,59,317.06
552303,150,147.85999999999999
552305,65,56.11999999999999
552306,157,249.53999999999996
552307,20,242.64999999999998
552308,100,205.33000000000004
552309,157,261.98
552310,138,393.14000000000004
552311,163,165.88000000000002
552312,130,108.0
552314,64,69.91
552315,773,708.8000000000001
552316,229,255.69
552318,161,797.9500000000002
552245,14,214.13000000000002
552232,695,3958.3099999999995
552234,336,2462.5299999999997
552057,208,187.82000000000002
552149,404,513.47
552182,27,183.35999999999999
552242,15,137.79
552243,19,267.55
552229,608,3378.0599999999995
552192,78,258.56
552038,1694,276.28000000000003
552039,3250,2143.25
552040,84,230.71999999999997
552041,55,54.849999999999994
552042,545,605.0000000000002
552044,314,138.48000000000002
552045,241,330.25
552046,187,343.09000000000003
552048,100,31.67
552051,349,718.3099999999998
552053,96,148.72000000000003
552054,276,233.46999999999997
552055,240,177.29999999999998
552056,72,15.32
552058,372,220.94
552059,282,103.59
552060,72,11.34
552061,696,551.3600000000004
552062,122,116.85
552063,4,28.209999999999997
552064,36,191.87
552065,88,243.05
552078,160,133.51999999999998
552080,72,48.02
552108,152,617.1500000000001
552121,167,215.35000000000002
552127,41,35.58
552134,272,218.54000000000002
552135,24,11.1
552139,86,241.0
552166,308,283.87
552167,21,95.57999999999998
552168,142,134.53
552169,55,90.6
552170,122,114.75999999999999
552171,168,45.96
552172,2000,10.58
552174,24,10.92
552176,94,303.4
552179,44,132.95
552180,332,343.11000000000007
552181,820,112.56
552183,115,452.58000000000004
552184,76,105.33999999999999
552185,292,296.42
552186,326,255.67000000000002
552188,180,254.5
552189,24,10.68
552191,20,87.71000000000001
552193,240,199.75
552194,4,11.84
552195,34,47.19
552196,45,108.89
552197,264,79.74
552198,60,205.29999999999998
552202,41,70.68
552211,224,102.58
552217,119,170.76000000000002
552231,312,635.9100000000001
552233,25,40.25
552235,197,160.16
552236,162,120.84
552238,129,43.370000000000005
552239,172,546.1400000000001
552240,43,93.99000000000001
552244,17,166.95
552246,9,101.33000000000001
552247,14,131.22
552248,3,38.06999999999999
552249,18,129.99
552250,2,23.88
552251,14,99.07
551957,66,675.02
551980,35,99.53
551995,450,2685.15
551997,443,3065.8199999999997
552000,325,2065.38
552013,1771,1078.7700000000002
552035,2,38.43
551982,628,1278.9
552008,16,51.14
552010,196,497.0400000000001
551874,222,49.9
551875,196,25.490000000000002
551876,136,221.24999999999997
551877,100,6.04
551878,30,27.88
551879,78,55.6
551880,56,279.62
551881,556,80.88999999999999
551882,37,109.63
551883,272,80.79
551884,528,166.42
551885,447,273.36
551886,48,76.59
551887,98,105.69999999999999
551889,248,126.55999999999999
551890,58,79.52999999999999
551891,256,204.4
551893,222,210.21
551894,39,39.92
551895,28,26.439999999999998
551896,122,119.25
551897,18,64.37
551902,168,21.93
551907,149,47.61
551944,51,200.10999999999999
551946,44,52.37
551950,192,282.14
551951,1200,32.17
551952,194,25.72
551953,388,492.43999999999994
551954,177,219.42000000000002
551955,420,22.52
551956,110,592.82
551958,200,255.89999999999998
551959,55,99.59
551960,197,351.69
551961,192,280.71
551962,15,93.55000000000001
551963,258,186.92
551966,225,748.3599999999999
551967,140,116.88000000000001
551976,232,78.54
551977,124,39.45
551978,57,119.91
551979,28,32.589999999999996
551981,352,38.58
551983,335,371.71
551984,234,199.96999999999997
551985,71,139.39
551986,78,295.27
551987,152,506.37
551988,116,132.54
551989,120,36.839999999999996
551990,8,18.96
551991,74,143.86
551992,116,135.99
551993,107,154.61999999999998
551994,276,372.2699999999999
551996,192,219.03
551998,235,293.39
552004,120,130.25
552005,376,377.84
552006,2,12.38
552007,188,233.5
552009,9,85.07000000000001
552011,31,139.70999999999998
552017,11,99.67
552018,72,138.44
552023,312,336.08
552025,233,323.6600000000001
552026,432,10.51
552028,37,30.29
552032,13,78.87
552033,236,91.06
552034,138,57.839999999999996
552036,81,304.90999999999997
552037,156,96.85
551888,4,23.32
551844,40,170.25
551855,443,847.04
551727,345,564.1300000000001
551739,69,535.38
551850,112,284.09
551725,260,43.41
551726,288,62.07
551728,110,73.75
551729,10,6.19
551730,66,119.65
551731,311,352.82
551733,146,211.81
551734,409,421.11999999999995
551736,504,11.34
551747,4760,655.4100000000001
551774,50,376.93999999999994
551775,416,668.0900000000001
551776,226,464.37
551791,96,214.76999999999998
551809,1498,376.67
551810,123,461.88999999999993
551811,249,400.10999999999996
551812,182,252.85
551813,70,208.91000000000003
551814,34,88.31
551815,34,61.19
551816,117,439.4
551817,87,278.11
551818,142,85.18
551819,374,88.02
551820,238,180.35
551821,101,365.36999999999995
551822,100,113.03999999999999
551823,46,178.42000000000002
551824,360,438.16
551825,4,32.230000000000004
551826,20,21.36
551832,24,10.65
551833,324,238.86
551834,66,69.46
551835,128,365.54
551836,241,55.120000000000005
551839,176,56.019999999999996
551840,302,235.28
551842,186,155.98999999999998
551843,164,234.54
551845,10,98.27
551846,176,267.36
551847,1,15.32
551848,2,12.86
551849,372,477.40999999999997
551851,200,32.44
551852,72,195.3
551853,1,12.4
551854,80,68.71
551856,264,68.55
551857,136,258.47999999999996
551858,98,225.69
551859,301,169.06
551860,32,229.04000000000002
551862,43,44.230000000000004
551868,739,492.67
551869,537,338.7800000000001
551870,132,187.69
551872,124,126.89
551559,422,181.61000000000004
551718,326,2378.74
551584,205,450.23
551547,690,1275.08
551719,288,1754.36
551543,22,155.69
551537,10,105.02999999999999
551657,235,452.82
551665,230,286.69
551546,172,224.04999999999998
551656,297,522.5699999999999
551536,2,24.799999999999997
551538,1,11.12
551539,368,243.51000000000005
551542,156,230.48
551544,350,238.76000000000002
551545,6,14.5
551548,218,372.1799999999999
551549,151,197.04000000000002
551550,9,51.91
551555,125,34.77
551556,113,150.99
551558,152,937.72
551560,402,131.18
551561,128,223.76000000000002
551562,192,11.1
551563,374,68.79
551564,226,439.89
551566,133,58.57
551576,60,10.62
551595,600,10.6
551599,87,253.03
551603,237,257.51
551616,90,477.89
551617,192,12.86
551618,158,42.68
551623,99,144.14
551647,36,49.28
551649,120,35.53
551650,616,641.5700000000003
551651,10,11.12
551652,192,47.08
551653,84,212.70000000000005
551655,79,259.18
551658,306,260.11
551660,54,81.66000000000001
551661,11,67.33
551662,123,105.30000000000001
551686,338,279.92
551687,468,160.27
551688,179,161.79000000000002
551693,255,274.96000000000004
551696,402,327.6200000000001
551698,645,84.96000000000001
551702,135,192.83999999999997
551713,195,236.92
551714,79,199.54000000000002
551715,203,281.92
551716,1,16.35
551717,129,714.4300000000001
551720,27,55.14
551721,95,411.90999999999997
551724,125,595.5899999999999
551654,18,41.92
551531,375,772.8100000000001
551519,139,259.35999999999996
551533,77,523.91
551515,104,97.39000000000001
551516,462,831.09
551517,136,570.87
551518,146,431.47999999999996
551520,94,257.89
551523,18,13.27
551524,431,261.8299999999999
551525,274,245.01
551527,149,436.17
551528,47,130.01999999999998
551529,639,373.89
551530,1,12.4
551532,128,296.56
551534,522,134.92
551535,69,72.72
551393,51,854.72
551347,101,712.9700000000001
551414,867,1117.7800000000002
551462,228,334.99000000000007
551352,140,249.45
551396,178,259.03999999999996
551399,123,437.35999999999996
551415,24,46.150000000000006
551424,1,27.62
551468,218,1428.63
551439,102,283.78999999999996
551341,223,87.46000000000001
551342,206,211.67
551343,46,100.98999999999998
551344,266,148.59
551345,426,88.34
551346,272,327.98000000000013
551349,224,308.11
551350,96,122.69
551351,4476,1494.66
551383,53,87.7
551384,98,123.85000000000002
551385,135,331.86
551387,79,149.02
551389,146,92.09
551390,150,184.14
551391,152,188.82000000000002
551392,63,144.1
551395,88,128.03
551397,123,195.45
551398,264,270.62
551400,382,343.12
551401,4,23.58
551412,111,268.61
551413,90,81.86
551416,4,16.35
551417,333,367.01
551418,161,180.0
551420,154,193.07
551421,20,90.51
551423,53,398.36
551425,12,10.81
551426,487,324.16
551427,36,85.51
551428,144,155.08999999999997
551436,64,428.3300000000001
551437,76,137.59
551438,588,123.57
551440,86,653.0100000000001
551445,23,49.86
551467,66,70.19999999999999
551469,6,77.14000000000001
551470,44,100.26999999999998
551471,169,770.0000000000002
551501,344,58.31
551506,6,10.68
551507,276,265.32
551514,20,42.019999999999996
551339,191,1321.02
551340,355,1894.4299999999998
551337,87,259.58
551275,320,355.6600000000001
551315,152,208.15
551181,186,73.53999999999999
551182,128,89.85
551183,114,83.47999999999999
551184,288,22.68
551185,40,112.26000000000002
551186,60,10.68
551187,162,49.72
551188,118,31.66
551189,500,24.08
551191,320,12.86
551192,368,343.12000000000006
551193,150,435.04000000000013
551194,77,195.45
551197,68,130.33
551198,560,88.6
551199,348,275.89
551200,6,48.78
551202,48,51.44
551211,91,86.63000000000001
551218,126,232.16
551234,184,38.739999999999995
551247,131,139.39
551250,188,757.0100000000002
551258,460,389.58000000000004
551262,55,153.67
551268,243,318.28999999999996
551269,493,548.47
551270,441,791.1500000000001
551271,144,141.09
551272,12,12.8
551273,184,135.55
551274,280,199.95
551276,89,424.59000000000003
551277,214,794.6100000000001
551278,108,126.94999999999999
551279,240,10.99
551280,18,111.34
551281,91,191.56
551282,116,398.85999999999996
551283,491,838.7900000000002
551284,163,605.6200000000001
551286,106,117.79
551287,20,33.16
551288,4,18.4
551289,482,184.74
551290,50,14.5
551291,3103,532.7499999999999
551292,362,85.47000000000001
551293,618,313.71000000000004
551294,94,103.27000000000001
551299,4,14.09
551301,386,391.22
551305,458,272.53999999999996
551314,2936,55.11
551317,3,18.4
551325,8,26.439999999999998
551332,165,191.60000000000002
551334,2,26.54
551338,3,17.41
551259,150,21.47
551035,173,925.13
551173,178,1351.2999999999997
551006,86,627.15
551007,71,550.9599999999999
551008,73,574.25
551012,555,1091.6
551174,279,1959.33
551004,104,842.3899999999999
551005,90,854.6
551009,145,1046.38
551010,75,691.9599999999999
551152,260,957.7600000000002
551056,291,664.8199999999999
551160,670,850.91
551171,157,774.82
551085,295,327.97999999999996
551013,32,174.14000000000001
550995,326,162.79999999999998
550996,260,95.42999999999999
550997,351,321.38
550998,112,50.06
550999,110,141.94
551000,66,91.02
551001,190,79.57
551002,358,283.03
551003,218,270.48
551011,81,52.07
551014,1703,1480.89
551016,251,373.42999999999995
551021,128,12.86
551028,99,303.49
551033,146,250.97
551054,196,293.47
551055,292,115.19
551057,138,544.92
551058,47,419.46999999999997
551059,213,319.74
551060,1,12.4
551062,832,81.96000000000001
551088,179,337.58
551124,130,128.57
551125,68,271.63
551133,772,62.19
551134,459,527.6200000000001
551135,5,11.74
551136,258,419.69
551137,64,593.61
551138,36,11.34
551141,6,14.09
551142,221,726.2700000000002
551143,26,97.35999999999999
551144,72,11.34
551145,18,32.7
551146,20,13.27
551147,100,230.57
551148,1044,140.44
551149,302,93.11
551150,30,121.93
551151,24,68.78
551158,136,516.92
551159,72,117.5
551161,251,213.82
551162,1336,66.60000000000001
551163,84,347.11999999999995
551164,7,69.59
551165,96,11.12
551166,408,12.56
551170,187,205.19
551172,64,150.29000000000002
551176,4,49.31
551177,6,63.37
550890,187,591.08
550953,397,2856.0299999999997
550823,1270,400.59999999999997
550918,112,348.59999999999997
550965,18,190.73999999999998
550986,377,2276.25
550987,337,2291.38
550942,71,222.60999999999996
550992,50,201.65
550835,388,1119.26
550911,530,844.04
550913,92,323.74
550993,280,398.14
550836,119,636.2900000000002
550914,522,409.41
550820,101,301.06999999999994
550944,21,88.44
550958,137,227.34999999999997
550821,23,311.08000000000004
550822,538,184.98
550824,5,11.94
550826,210,185.20999999999998
550827,275,253.23000000000002
550828,36,162.42999999999998
550829,107,693.1100000000001
550830,66,132.0
550831,60,134.07
550832,56,179.07
550833,5,45.96
550834,87,371.08
550837,155,131.57
550838,60,282.82
550885,153,267.59
550898,5,38.79
550899,485,712.0400000000003
550900,730,210.61
550901,115,265.47999999999996
550906,2460,657.8399999999999
550907,150,18.9
550912,111,217.08999999999997
550915,69,382.6899999999998
550916,83,87.27000000000001
550917,1848,43.480000000000004
550919,10,6.13
550920,22,49.66
550921,310,498.06
550923,59,60.98
550924,152,43.09
550925,64,212.57000000000002
550931,2,25.619999999999997
550934,100,14.5
550936,108,74.81
550937,48,12.4
550938,159,166.52
550939,211,240.85999999999999
550940,492,11.53
550941,227,602.19
550946,145,128.03
550949,19,45.83
550955,226,259.21000000000004
550956,110,484.49
550957,86,555.2400000000002
550960,68,142.54999999999998
550963,14,48.58
550964,377,185.19
550967,36,34.8
550968,360,517.35
550971,116,140.23999999999998
550972,46,293.88
550973,394,275.88
550974,126,118.86999999999999
550978,261,225.29
550988,176,192.35
550989,159,317.9400000000001
550990,252,50.4
550991,72,37.49
550994,291,467.49000000000007
550740,520,1174.9900000000002
550817,66,232.7
550819,254,894.5800000000003
550775,515,644.6200000000001
550776,67,124.9
550781,218,286.33
550778,231,320.48
550801,30,62.16
550656,312,290.20000000000005
550657,296,55.97
550658,144,39.84
550659,296,241.95
550660,10,17.17
550661,196,203.9
550662,312,290.27000000000004
550663,20,12.1
550665,230,151.7
550666,503,322.6099999999999
550667,5040,63.959999999999994
550670,66,125.05
550671,100,6.04
550673,160,118.52999999999999
550674,64,29.21
550675,126,160.28
550701,141,115.8
550710,1736,113.12999999999998
550711,328,41.97
550712,370,477.15
550714,320,234.63000000000002
550723,57,177.82
550750,141,247.76
550754,60,37.82
550755,58,63.699999999999996
550756,16,53.96
550764,25,167.57999999999998
550765,130,152.92000000000002
550766,109,199.32
550767,384,190.34
550768,235,314.03999999999996
550769,81,113.39
550772,30,26.03
550773,207,234.85
550774,432,357.85999999999996
550777,371,292.78
550779,858,193.98000000000002
550782,70,26.990000000000002
550783,277,280.81
550784,208,255.25
550785,293,326.7699999999999
550786,48,11.53
550796,76,228.53999999999996
550797,88,43.56
550798,120,82.5
550799,166,236.85999999999996
550802,120,241.7
550803,121,199.92
550804,134,274.29
550805,453,234.6
550806,178,232.58999999999997
550811,78,59.9
550818,66,158.89000000000001
550669,8,23.32
550713,1,23.06
550638,263,2169.46
550542,472,2555.04
550541,381,2372.11
550636,420,2279.5199999999995
550622,505,815.8500000000001
550517,316,424.37999999999994
550522,478,398.06000000000006
550527,617,689.0000000000001
550627,177,387.61
550518,162,281.64
550519,294,348.67000000000013
550520,232,258.8
550521,267,281.42
550523,145,193.78000000000003
550524,264,49.39
550525,307,347.15999999999997
550526,155,263.66
550528,81,152.92
550531,12,13.27
550532,74,429.17
550535,72,100.75999999999999
550539,89,109.66999999999999
550560,70,103.41
550579,368,210.76999999999998
550606,208,66.59
550607,68,324.6099999999999
550608,462,12.4
550612,35,291.9900000000001
550613,470,252.92999999999998
550615,305,281.90000000000003
550616,270,164.98
550617,190,248.82999999999998
550618,233,231.64
550619,70,89.46000000000001
550620,401,317.34
550621,105,576.0099999999999
550623,78,79.03
550624,68,85.87
550625,466,70.22
550626,250,374.65
550628,113,106.33000000000001
550629,48,140.18
550630,2621,730.54
550631,226,317.08000000000004
550632,42,482.65
550633,185,553.64
550634,22,22.9
550635,156,74.95
550637,187,626.6500000000002
550639,369,329.94999999999993
550640,3,24.799999999999997
550641,14,105.88999999999999
550643,84,75.37
550644,137,301.53000000000003
550645,56,95.79999999999998
