,TransactionNo,TotalQuantity,TotalMoney
12177,554122,62,98.71
12178,554054,277,2035.83
12179,553931,225,311.04
12180,553997,464,171.48999999999998
12181,554035,26,62.21
12182,554043,8,106.19
12183,553925,140,216.91000000000005
12184,553946,333,610.0200000000001
12185,553952,4,25.57
12186,554016,233,784.6800000000001
12187,554037,396,60.53
12188,553942,336,549.97
12189,554028,240,331.32
12190,554030,454,584.2500000000001
12191,554040,217,231.2
12192,554057,291,60.37
12193,554059,356,289.62000000000006
12194,553916,57,133.1
12195,553917,41,89.33
12196,553918,156,107.06
12197,553919,510,292.96000000000004
12198,553920,115,187.35
12199,553921,164,193.77
12200,553922,134,155.57
12201,553923,454,128.67000000000002
12202,553926,20,11.12
12204,553928,472,22.73
12205,553929,72,11.74
12206,553930,218,95.13
12207,553932,52,111.91
12208,553933,298,223.87
12209,553934,22,17.93
12210,553935,615,728.3100000000001
12211,553936,32,36.63
12212,553937,53,256.64
12213,553938,38,98.55
12214,553940,250,189.8
12215,553941,177,323.09
12217,553979,110,59.14
12218,553996,392,262.98
12219,554000,147,169.79
12220,554003,256,68.22
12221,554007,1,18.71
12222,554008,66,75.31
12223,554009,303,323.92
12224,554013,519,355.63
12225,554014,104,78.35
12226,554015,225,353.77
12227,554018,34,60.18
12228,554019,228,300.09000000000003
12229,554026,376,80.89
12230,554027,94,119.5
12231,554031,85,107.75
12232,554032,24,15.84
12233,554033,338,197.81
12234,554034,144,35.22
12235,554036,132,131.26999999999998
12236,554038,126,177.52
12238,554041,12,11.53
12239,554042,128,131.32
12240,554050,123,71.28
12241,554051,24,15.32
12242,554052,4,11.22
12243,554053,140,50.67
12244,554055,258,64.47
12245,554056,7,79.41000000000001
12246,554058,115,469.4
12247,554060,200,12.2
12248,554061,20,11.12
12249,553894,300,476.66
12250,553885,34,111.32000000000002
12251,553901,284,469.07
12252,553890,410,2174.0199999999995
12253,553766,123,950.0
12254,553739,361,676.4800000000001
12255,553833,139,458.13000000000005
12256,553835,30,120.85
12257,553859,210,769.48
12258,553863,293,614.1000000000003
12259,553899,235,286.09
12260,553913,292,448.65
12261,553731,425,439.12
12262,553754,120,181.11
12263,553767,90,762.4599999999999
12264,553768,127,979.36
12265,553750,210,224.96
12266,553751,280,273.83000000000004
12267,553831,223,558.51
12268,553850,50,100.73
12269,553852,361,365.81
12270,553861,135,215.79000000000005
12271,553869,304,348.83
12272,553879,558,699.6800000000002
12273,553886,130,177.92999999999998
12274,553889,126,295.23
12275,553893,137,200.5
12276,553902,79,132.04
12277,553907,66,113.33
12278,553730,514,89.46
12279,553732,90,65.15
12280,553733,50,58.94999999999999
12281,553734,26,62.870000000000005
12282,553735,20,12.1
12283,553736,48,11.53
12284,553737,147,210.46000000000004
12285,553738,130,134.86999999999998
12286,553740,65,128.6
12287,553741,196,311.35
12288,553742,414,72.19999999999999
12289,553747,242,274.25
12290,553749,100,66.66
12291,553752,95,141.70999999999998
12292,553753,112,66.16000000000001
12293,553755,144,12.86
12294,553762,296,285.07
12295,553765,75,119.04
12296,553781,75,78.75999999999999
12297,553828,399,406.49
12298,553829,114,120.6
12299,553830,182,124.33
12300,553832,425,322.99
12301,553834,162,225.6
12302,553836,458,229.14
12303,553837,12,12.38
12304,553838,434,399.02
12305,553839,46,27.06
12306,553842,468,202.1
12307,553843,126,215.62
12308,553844,422,154.53000000000003
12309,553845,216,297.11
12310,553846,155,116.69
12311,553847,4,14.5
12312,553848,156,136.51
12313,553849,1,14.3
12314,553853,30,124.12
12315,553855,78,94.82
12316,553856,151,1142.97
12317,553857,149,144.02
12318,553858,60,164.44
12319,553860,161,609.7700000000002
12320,553864,235,284.79
12322,553868,48,14.3
12323,553870,221,140.45
12324,553871,2,14.09
12325,553872,164,264.93000000000006
12326,553873,209,99.09
12327,553874,2,18.71
12328,553876,179,239.01
12329,553878,142,112.35
12330,553881,288,68.35
12331,553882,78,40.43
12332,553883,48,12.4
12333,553884,31,34.7
12334,553887,74,90.12
12335,553888,351,209.27
12336,553891,400,150.12
12337,553892,44,80.79999999999998
12338,553895,70,86.03999999999999
12339,553896,147,269.81
12340,553897,112,210.37
12341,553898,48,13.27
12342,553900,20,65.91
12343,553908,158,87.22
12344,553909,45,125.69
12345,553911,85,333.12999999999994
12346,553912,261,271.04999999999995
12347,553915,283,303.06999999999994
12348,553671,322,603.94
12349,553718,419,2555.65
12350,553664,21,215.99000000000004
12351,553714,47,332.61000000000007
12352,553571,12,184.73
12353,553638,37,248.39
12354,553655,31,182.58
12355,553658,322,465.81
12356,553612,101,90.87
12357,553670,282,225.27
12358,553686,636,847.5300000000002
12359,553653,398,149.23999999999998
12360,553668,73,266.42
12361,553672,159,348.09
12362,553685,560,563.52
12363,553689,102,96.79000000000002
12364,553709,167,215.10000000000005
12365,553722,26,58.94
12366,553724,207,323.51
12367,553565,269,336.5799999999999
12368,553566,103,213.99
12369,553570,141,325.58
12370,553572,255,363.39
12371,553573,2,23.47
12373,553575,144,305.7
12374,553576,394,174.54000000000002
12375,553577,152,128.2
12376,553578,132,116.61
12377,553579,12,11.94
12378,553585,311,288.21
12380,553614,180,57.50000000000001
12381,553625,348,52.39
12382,553650,96,73.85
12383,553654,162,35.95
12384,553657,98,760.05
12385,553660,141,131.06
12386,553661,534,490.47
12387,553662,59,205.33
12388,553663,96,202.07
12389,553666,72,11.34
12390,553673,187,341.24
12391,553674,36,12.4
12392,553675,108,177.53000000000003
12393,553676,566,119.56
12394,553677,88,24.39
12395,553678,223,270.24
12396,553679,258,286.9
12397,553680,82,213.75000000000003
12398,553681,57,97.72
12399,553682,408,35.76
12400,553683,214,81.39000000000001
12401,553684,248,132.42
12402,553690,16,17.17
12403,553691,436,425.69
12404,553701,96,23.28
12405,553702,102,488.23
12406,553703,298,398.3
12407,553706,174,61.32
12408,553707,469,363.4500000000001
12409,553708,68,29.85
12410,553710,98,472.27
12411,553711,128,226.45
12412,553712,208,139.03
12413,553713,220,23.75
12414,553715,2,33.260000000000005
12415,553720,72,160.1
12416,553721,313,285.53000000000003
12417,553725,145,258.66
12418,553726,228,58.28
12419,553727,71,74.92999999999999
12420,553567,3,21.47
12421,553549,243,2172.84
12422,553543,106,807.3200000000002
12423,553541,139,966.78
12424,553542,105,870.6699999999998
12425,553461,462,641.2700000000001
12426,553488,74,403.56
12427,553524,75,478.4
12428,553545,67,553.41
12429,553535,428,681.87
12430,553544,90,495.85
12431,553411,476,518.6
12432,553415,166,220.14
12433,553417,278,427.96
12434,553462,267,368.07
12435,553463,471,597.6700000000002
12436,553472,617,230.68
12437,553476,209,331.25
12438,553489,314,376.61
12439,553515,68,263.82
12440,553526,32,220.62
12441,553527,509,700.4100000000002
12442,553403,41,89.5
12443,553404,228,212.54
12444,553405,312,308.96
12445,553406,50,11.84
12446,553408,154,139.06
12447,553410,90,93.78
12448,553412,26,56.06
12449,553416,340,35.73
12450,553418,192,175.54
12451,553419,47,86.81
12452,553420,87,184.64
12453,553421,84,80.13999999999999
12454,553422,40,13.58
12455,553423,90,391.88
12456,553427,90,35.6
12457,553464,572,172.65
12458,553465,80,11.74
12459,553466,360,10.99
12460,553467,150,11.34
12461,553468,576,47.27
12462,553469,372,51.1
12464,553471,330,168.57000000000005
12465,553473,216,34.38
12466,553474,144,12.22
12467,553475,306,68.15
12468,553477,183,210.75
12469,553484,162,51.04
12470,553485,180,440.34
12471,553487,342,428.61
12472,553490,149,155.99999999999997
12473,553491,66,105.05
12474,553496,20,99.68
12475,553497,14,45.81
12476,553498,150,90.1
12477,553499,65,85.92
12478,553500,12,13.58
12479,553501,2,15.32
12480,553503,56,298.95
12481,553504,161,357.06
12482,553505,350,541.71
12483,553506,20,24.8
12484,553507,94,361.4000000000001
12485,553509,175,351.75999999999993
12486,553520,40,227.63
12487,553521,73,404.88
12488,553522,188,537.91
12489,553523,416,838.2799999999999
12490,553525,99,95.47
12491,553537,179,223.41
12492,553538,117,282.65000000000003
12493,553539,44,312.63
12496,553547,526,440.36
12497,553550,100,18.96
12498,553551,20,15.37
12499,553552,484,294.28000000000003
12500,553553,205,237.12
12501,553556,132,617.6000000000001
12502,553380,1,210.12
12503,553387,380,2445.74
12504,553389,266,2034.96
12505,553347,203,449.76
12506,553214,298,141.49
12507,553393,232,1634.3
12508,553207,179,227.73
12509,553219,118,165.55
12510,553342,81,111.78
12512,553205,234,161.88000000000002
12513,553208,220,232.15
12515,553375,494,565.1500000000001
12516,553210,543,438.96
12517,553220,292,379.3400000000001
12518,553228,334,389.0
12519,553229,254,428.59
12520,553340,572,237.06
12521,553343,131,235.33
12522,553346,147,214.35000000000005
12524,553352,86,187.35
12525,553363,150,210.43
12526,553369,109,423.88
12527,553385,374,835.3200000000002
12528,553390,220,1186.4400000000005
12529,553206,526,458.52
12530,553209,150,59.54999999999999
12531,553211,383,325.81999999999994
12532,553212,72,70.39
12533,553213,416,57.55
12534,553215,34,70.71000000000001
12535,553216,32,14.5
12536,553217,36,18.96
12537,553218,30,29.82
12538,553221,179,178.57
12539,553223,28,54.12
12540,553224,225,345.82000000000005
12541,553225,96,161.38000000000002
12542,553226,52,71.5
12543,553227,28,79.79
12544,553235,311,250.93
12545,553239,108,48.620000000000005
12546,553315,492,266.56
12547,553316,58,79.77
12548,553317,108,76.28
12549,553319,20,5.97
12550,553341,110,264.71
12551,553344,72,58.0
12552,553345,312,404.38000000000005
12553,553350,80,47.04
12554,553351,176,658.1700000000003
12555,553353,1,13.27
12556,553356,501,449.7600000000001
12557,553371,204,57.46
12558,553374,299,277.1900000000001
12559,553377,184,189.84
12560,553379,180,38.81
12561,553381,100,181.6
12562,553382,96,103.32
12563,553383,240,158.0
12564,553384,64,317.11999999999995
12565,553386,330,357.85
12566,553388,115,323.55999999999995
12567,553392,252,146.73000000000002
12568,553402,124,232.59
12570,553184,123,789.2900000000002
12571,553196,6,108.32999999999998
12572,553204,35,335.62
12573,553189,187,985.9100000000004
12574,553198,230,320.15
12575,553190,94,511.06
12576,553193,56,139.82
12577,553203,138,268.82
12578,553174,70,217.25
12579,553175,127,603.2300000000002
12580,553176,76,156.32
12581,553177,162,35.95
12582,553178,91,279.39
12583,553179,78,243.2
12584,553180,101,228.35
12585,553181,108,23.68
12586,553183,137,207.26
12587,553185,295,279.77
12588,553186,228,94.31
12589,553187,110,176.58
12590,553188,100,106.63
12591,553191,50,196.64000000000004
12592,553192,344,212.55
12593,553194,160,467.7199999999999
12594,553195,140,101.11
12595,553197,36,283.11999999999995
12596,553199,245,679.2400000000001
12597,553200,66,122.23
12598,553201,13,52.17
12599,553202,262,627.0699999999999
12600,553166,46,296.48999999999995
12601,553102,114,72.19
12602,553162,296,2122.0199999999995
12603,553054,132,409.7899999999999
12604,553056,1,27.62
12605,553061,101,499.88
12606,553067,366,778.8500000000001
12607,553173,64,218.00000000000003
12608,553167,374,898.3799999999997
12609,553048,348,475.4800000000001
12611,553151,416,386.08
12612,553165,36,231.21
12613,553050,161,205.03
12614,553060,488,361.81000000000006
12616,553130,77,198.11
12617,553142,23,185.45
12618,553145,102,99.0
12619,553146,168,430.32
12620,553158,246,507.29
12621,553161,267,300.7
12622,553036,344,125.06
12623,553037,288,152.42
12624,553038,32,74.56
12625,553039,409,88.06
12626,553040,84,57.53
12627,553042,128,147.83
12628,553043,600,11.53
12629,553044,202,276.95000000000005
12631,553046,154,133.89
12632,553047,12,11.94
12633,553049,10,5.97
12634,553051,10,6.13
12635,553053,69,185.77
12636,553055,132,117.04
12637,553057,207,201.52
12638,553058,64,205.75
12639,553059,96,11.34
12640,553062,450,30.52
12641,553063,170,275.79999999999995
12642,553064,23,53.59
12643,553074,425,907.0
12644,553093,406,51.15
12645,553095,236,47.9
12646,553099,50,12.86
12647,553100,6,45.51
12648,553120,369,350.6100000000001
12649,553125,212,306.89000000000004
12650,553129,60,283.58
12651,553131,172,47.74
12652,553134,264,393.3900000000001
12653,553140,59,237.61
12654,553141,157,736.1300000000001
12655,553143,33,93.69
12656,553144,338,51.35
12658,553149,377,231.96
12659,553152,169,248.06
12660,553153,12,11.74
12661,553154,160,56.69
12662,553155,4,18.96
12663,553156,174,679.7300000000001
12664,553157,1,18.71
12665,553159,207,273.29
12666,553160,50,56.08
12667,553164,8,89.42
12668,553168,112,117.53
12669,553169,30,29.27
12670,553170,396,35.35
12671,553171,12,21.3
12672,553172,16,74.84
12674,552869,302,330.36000000000007
12675,552972,85,183.83
12676,553005,186,830.9800000000001
12677,553015,18,229.21
12680,552950,248,500.68
12681,552958,152,224.03
12682,553012,121,169.98
12683,553022,4,25.57
12684,552894,64,425.48
12685,552905,370,472.7199999999999
12686,552951,141,508.42
12687,552961,220,302.43
12688,552965,147,207.75
12689,552975,391,525.56
12690,552977,123,198.04
12691,552990,210,275.98999999999995
12692,553001,216,121.19
12693,553002,131,654.3499999999998
12694,553034,525,411.97
12695,553035,276,1587.43
12696,552867,292,373.47
12697,552868,12,10.68
12698,552870,62,64.74000000000001
12699,552871,83,129.8
12700,552872,250,215.08000000000004
12701,552873,14,40.21
12703,552875,104,55.8
12704,552877,234,204.64
12706,552879,561,218.61
12707,552880,330,338.8499999999999
12708,552881,76,103.97
12709,552884,82,162.23999999999998
12710,552885,72,14.09
12711,552886,236,356.39
12712,552887,16,25.72
12714,552890,97,64.23
12715,552891,48,95.27
12716,552892,3,18.59
12717,552893,194,192.37
12718,552904,428,13.07
12719,552945,72,53.44
12720,552946,105,141.45999999999998
12721,552947,20,90.82
12722,552948,118,188.26
12723,552949,226,670.6400000000001
12724,552952,121,114.34
12726,552954,222,91.95
12727,552955,90,95.57
12728,552956,184,321.90000000000003
12730,552959,480,134.3
12731,552960,226,54.22
12732,552962,371,101.64
12733,552963,219,318.38
12734,552964,127,226.33
12735,552966,33,33.55
12736,552967,84,94.93
12737,552968,26,156.94000000000003
12738,552969,98,222.88
12739,552970,360,11.34
12740,552971,66,75.03
12741,552973,236,127.98
12742,552974,30,41.62
12744,552988,34,46.99
12745,553000,32,35.72
12746,553003,12,65.52
12747,553004,148,237.73
12748,553006,393,470.16
12750,553008,77,301.71
12751,553009,275,497.01
12752,553011,149,256.24
12753,553014,416,1156.25
12754,553016,2,14.09
12755,553017,311,868.1000000000001
12756,553021,162,137.84
12757,552813,107,307.8500000000001
12758,552814,2,47.1
12759,552816,156,676.1800000000001
12760,552857,368,2530.03
12761,552727,292,473.34
12762,552732,361,105.13
12763,552815,1,27.62
12765,552864,441,718.6000000000001
12767,552712,71,227.09
12768,552724,354,444.86
12769,552730,260,424.2199999999999
12770,552803,160,620.9600000000002
12771,552821,95,610.25
12773,552711,152,259.22
12774,552713,5,24.39
12775,552714,175,226.97
12776,552715,146,221.42
12777,552716,6,14.5
12778,552717,2,14.61
12779,552721,162,209.24
12780,552723,92,175.46
12781,552725,40,24.2
12782,552726,217,318.75
12783,552728,292,44.95
12784,552729,24,23.88
12785,552731,366,217.96
12787,552735,310,86.78999999999999
12788,552764,232,183.51
12789,552769,88,583.7700000000001
12790,552770,99,119.03
12791,552779,77,121.02
12792,552786,432,90.49
12793,552789,48,15.32
12794,552802,110,311.36999999999995
12795,552804,159,295.51
12796,552806,28,70.46
12798,552817,276,342.5000000000001
12800,552818,14,52.74
12801,552828,188,212.37
12803,552829,200,439.41
12804,552843,317,453.98
12805,552852,215,791.4000000000003
12806,552822,290,435.6600000000001
12807,552823,86,274.4
12808,552824,312,747.2100000000002
12809,552861,8,54.27
12810,552825,362,397.5700000000001
12811,552827,178,38.59
12812,552830,172,98.99
12813,552831,222,245.26
12814,552832,2,37.42
12816,552834,2,37.42
12817,552835,409,267.78
12818,552837,72,60.59
12819,552838,118,79.63
12820,552839,280,706.4800000000001
12821,552840,116,21.23
12822,552842,32,93.09
12823,552844,202,193.59
12824,552845,200,78.52
12825,552846,72,14.09
12826,552847,33,224.21
12827,552848,21,39.81
12828,552850,21,39.81
12829,552853,45,140.38
12830,552854,279,217.18
12831,552855,624,44.17
12832,552859,258,97.73
12833,552860,35,138.54
12834,552862,3,24.32
12835,552865,48,119.28
12836,552866,43,79.62
12837,552560,364,539.2100000000003
12838,552648,1,210.12
12839,552702,492,2010.65
12840,552624,222,928.08
12842,552690,74,296.83
12843,552565,9,46.07
12844,552667,71,708.6199999999999
12845,552660,94,819.7
12846,552665,56,594.3
12847,552666,67,502.32
12848,552672,71,727.2499999999998
12849,552676,105,963.1
12850,552684,88,744.3899999999999
12851,552662,88,805.7499999999999
12852,552663,68,652.2799999999999
12853,552668,87,756.76
12854,552671,78,608.3499999999999
12855,552673,50,556.43
12856,552675,90,768.5899999999999
12857,552677,103,862.22
12858,552683,78,678.04
12859,552674,79,714.93
12860,552678,97,675.09
12861,552681,105,627.56
12862,552559,178,246.19
12863,552652,105,628.3300000000002
12864,552669,142,491.62
12865,552696,35,99.59
12866,552670,90,769.8299999999999
12867,552687,146,981.91
12868,552548,22,128.79
12869,552644,56,95.17
12870,552538,1,25.57
12871,552539,233,373.24
12872,552541,16,37.1
12873,552530,252,267.82
12874,552531,89,166.75
12875,552532,279,277.7
12876,552533,217,179.71
12877,552534,3,35.82
12878,552536,154,246.21000000000004
12879,552537,146,134.76000000000002
